Локация	Товарная группа	Подгруппа	Группа в файле	Оборудование	Наименование	Чертеж	Кол-во по учету	Наличие	Цена за ед., руб	Сумма, руб	Состояние	Комплектность	Происхождение	Примечание	Сумма по наличию
Менеджерская	Арматура	Клапаны	Клапан штуцерный проходной Ду6 Ру100		Клапан штуцерный проходной Ду 15	521 3м.770	1	1	6500	6500	не указано	комплект			6500
Менеджерская	Арматура	Клапаны	Клапан штуцерный проходной Ду6 Ру100		Клапан штуцерный проходной Ду 15	без чертежа	1	1	6500	6500	не указано	комплект			6500
Менеджерская	Арматура	Клапаны	Клапан штуцерный проходной Ду6 Ру100		Клапан штуцерный проходной Ду 15 Ру 100	522-01.498	2	2	6500	13000	не указано	комплект			13000
Менеджерская	Арматура	Клапаны	Клапан штуцерный проходной Ду6 Ру100		Клапан штуцерный проходной Ду 15 Ру 100	521-01.470	1	1	6500	6500	не указано	комплект			6500
Менеджерская	Арматура	Клапаны	Клапан штуцерный проходной Ду6 Ру100		Клапан штуцерный проходной Ду 20	536-3м 5	4	4	6500	26000	не указано	комплект			26000
Менеджерская	Арматура	Клапаны	Клапан штуцерный проходной Ду6 Ру100		Клапан штуцерный проходной Ду 20	536 3м .333	1	1	6000	6000	не указано	комплект			6000
Менеджерская	Арматура	Клапаны	Клапан штуцерный проходной Ду6 Ру100		Клапан штуцерный проходной Ду 20 Ру10	Без чертежа	5	5	6000	30000	не указано	комплект			30000
Менеджерская	Арматура	Клапаны	Клапан штуцерный проходной Ду6 Ру100		Клапан штуцерный проходной Ду 20 Ру 40	Без чертежа	4	4	6000	24000	не указано	комплект			24000
Менеджерская	Арматура	Клапаны	Клапан штуцерный проходной Ду6 Ру100		Клапан штуцерный проходной Ду 20 Ру 40	522-01.501-02	72	72	6000	432000	не указано	комплект			432000
Менеджерская	Арматура	Клапаны	Клапан штуцерный проходной Ду6 Ру100		Клапан штуцерный проходной Ду 20 Ру 40	521-01474-03	11	11	6000	66000	не указано	комплект			66000
Менеджерская	Арматура	Клапаны	Клапан штуцерный проходной Ду6 Ру100		Клапан штуцерный проходной Ду 20 Ру 40	521 3м 623	11	11	6000	66000	не указано	комплект			66000
Менеджерская	Арматура	Клапаны	Клапан штуцерный проходной Ду6 Ру100		Клапан штуцерный проходной Ду 20 Ру 40	521 3м 726	2	2	6000	12000	не указано	комплект			12000
Менеджерская	Арматура	Клапаны	Клапан штуцерный проходной Ду6 Ру100		Клапан штуцерный проходной Ду 20 Ру 40	521 3м 58	23	23	6000	138000	не указано	комплект			138000
Менеджерская	Арматура	Клапаны	Клапан штуцерный проходной Ду6 Ру100		Клапан штуцерный проходной Ду 20 Ру 40	521 3м 30	1	1	6000	6000	не указано	комплект			6000
Менеджерская	Арматура	Клапаны	Клапан штуцерный проходной Ду6 Ру100		Клапан штуцерный проходной Ду 20 Ру 40	522 3м 13	3	3	6000	18000	не указано	комплект			18000
Менеджерская	Арматура	Клапаны	Клапан штуцерный проходной Ду6 Ру100		Клапан штуцерный проходной Ду 20 Ру 64	522-35 240	1	1	6000	6000	не указано	комплект			6000
Менеджерская	Арматура	Клапаны	Клапан штуцерный проходной Ду6 Ру100		Клапан штуцерный проходной Ду 20 Ру 100	521-01.052	1	1	6000	6000	не указано	комплект			6000
Менеджерская	Арматура	Клапаны	Клапан штуцерный проходной Ду6 Ру100		Клапан штуцерный проходной Ду 20 Ру 100	521-01.470-02	13	13	6000	78000	не указано	комплект			78000
Менеджерская	Арматура	Клапаны	Клапан штуцерный проходной Ду6 Ру100		Клапан штуцерный проходной Ду 20 Ру 100	521-01.470-03	102	102	6000	612000	не указано	комплект			612000
Менеджерская	Арматура	Клапаны	Клапан штуцерный проходной Ду6 Ру100		Клапан штуцерный проходной Ду 20 Ру 100	521-01.471-03	1	1	6000	6000	не указано	комплект			6000
Менеджерская	Арматура	Клапаны	Клапан штуцерный проходной Ду6 Ру100		Клапан штуцерный проходной Ду 20 Ру 100	521-01.052	2	2	6000	12000	не указано	комплект			12000
Менеджерская	Арматура	Клапаны	Клапан штуцерный проходной Ду6 Ру100		Клапан штуцерный проходной Ду 20 Ру 100	521-01.470-02	2	2	6000	12000	не указано	комплект			12000
Менеджерская	Арматура	Клапаны	Клапан штуцерный проходной Ду6 Ру100		Клапан штуцерный проходной Ду 20 Ру 100	521-01.498-03	21	21	6000	126000	не указано	комплект			126000
Менеджерская	Арматура	Клапаны	Клапан штуцерный проходной Ду6 Ру100		Клапан штуцерный проходной Ду 20 Ру 100	522-01.498-02	16	16	6000	96000	не указано	комплект			96000
Менеджерская	Арматура	Клапаны	Клапан штуцерный проходной Ду6 Ру100		Клапан штуцерный проходной Ду 20 Ру 100	521-01.468-05	2	2	6000	12000	не указано	комплект			12000
Менеджерская	Арматура	Клапаны	Клапан штуцерный проходной Ду6 Ру100		Клапан штуцерный проходной Ду 20 Ру 100	521-01464-03	7	7	6000	42000	не указано	комплект			42000
Менеджерская	Арматура	Клапаны	Клапан штуцерный проходной Ду6 Ру100		Клапан штуцерный проходной Ду 20 Ру 100	522-01500-05	9	9	6000	54000	не указано	комплект			54000
Менеджерская	Арматура	Клапаны	Клапан штуцерный проходной Ду6 Ру100		Клапан штуцерный проходной Ду 20 Ру 100	522-01.498.-03	1	1	6000	6000	не указано	комплект			6000
Менеджерская	Арматура	Клапаны	Клапан штуцерный проходной Ду6 Ру100		Клапан штуцерный проходной Ду 20 Ру 100	425-322710	1	1	6000	6000	не указано	комплект			6000
Менеджерская	Арматура	Клапаны	Клапан штуцерный проходной Ду6 Ру100		Клапан штуцерный проходной Ду 20 Ру 100	521-01464-02	3	3	6000	18000	не указано	комплект			18000
Менеджерская	Арматура	Клапаны	Клапан штуцерный проходной Ду6 Ру100		Клапан штуцерный проходной Ду 25 Ру 10	Без чертежа	0	0	9600	0	не указано	комплект			0
Менеджерская	Арматура	Клапаны	Клапан штуцерный проходной Ду6 Ру100		Клапан штуцерный проходной Ду 25 Ру 40	521-3м 634	0	0	10500	0	не указано	комплект			0
Менеджерская	Арматура	Клапаны	Клапан штуцерный проходной Ду6 Ру100		Клапан штуцерный проходной Ду 25 Ру 40	521-01.466	0	0	10500	0	не указано	комплект			0
Менеджерская	Арматура	Клапаны	Клапан штуцерный проходной Ду6 Ру100		Клапан штуцерный проходной Ду 25 Ру 40	521-01.472	0	0	10500	0	не указано	комплект			0
Менеджерская	Арматура	Клапаны	Клапан штуцерный проходной Ду6 Ру100		Клапан штуцерный проходной Ду 32 Ру 40	521.3м.660	3	3	12500	37500	не указано	комплект			37500
Менеджерская	Арматура	Клапаны	Клапан штуцерный проходной Ду6 Ру100		Клапан штуцерный проходной Ду 32 Ру 40	522-01.395	0	0	12500	0	не указано	комплект			0
Менеджерская	Арматура	Клапаны	Клапан штуцерный проходной Ду6 Ру100		Клапан штуцерный проходной Ду 32 Ру 100	521-01.470-07	0	0	12500	0	не указано	комплект			0
Менеджерская	Арматура	Клапаны	Клапан штуцерный проходной Ду6 Ру100		Клапан штуцерный проходной Ду 32 Ру 100	522-01.498-06	0	0	12500	0	не указано	комплект			0
Менеджерская	Арматура	Клапаны	Клапан штуцерный проходной Ду6 Ру100		Клапан штуцерный проходной Ду 32 Ру 100	521-01.472.01	0	0	12500	0	не указано	комплект			0
Менеджерская	Арматура	Клапаны	Клапан штуцерный проходной Ду6 Ру100		Клапан штуцерный проходной Ду 40 Ру 10	Без чертежа	0	0	18000	0	не указано	комплект			0
Менеджерская	Арматура	Клапаны	Клапан штуцерный проходной Ду6 Ру100		Клапан для манометра штуцерный сальниковый	521-34.3404-03	18	18	6000	108000	не указано	комплект			108000
Менеджерская	Арматура	Клапаны	Клапан штуцерный угловой Ду6Ру100		Клапан штуцерный угловой Ду15Ру40	521-01.465-02	2	2	6000	12000	не указано	комплект			12000
Менеджерская	Арматура	Клапаны	Клапан штуцерный угловой Ду6Ру100		Клапан штуцерный угловой Ду15Ру100	522-01.500-04	3	3	6000	18000	не указано	комплект			18000
Менеджерская	Арматура	Клапаны	Клапан штуцерный угловой Ду6Ру100		Клапан штуцерный угловой Ду15Ру100	521-01.464-01	6	6	6000	36000	не указано	комплект			36000
Менеджерская	Арматура	Клапаны	Клапан штуцерный угловой Ду6Ру100		Клапан штуцерный угловой Ду15Ру100	521-01.468	7	7	6000	42000	не указано	комплект			42000
Менеджерская	Арматура	Клапаны	Клапан штуцерный угловой Ду6Ру100		Клапан штуцерный угловой Ду20 ру 40	521-01.465-03	1	1	4500	4500	не указано	комплект			4500
Менеджерская	Арматура	Клапаны	Клапан штуцерный угловой Ду6Ру100		Клапан штуцерный угловой Ду20 ру 40	522-35.3632	2	2	4500	9000	не указано	комплект			9000
Менеджерская	Арматура	Клапаны	Клапан штуцерный угловой Ду6Ру100		Клапан штуцерный угловой Ду20 ру 40	521-33.3068	1	1	4500	4500	не указано	комплект			4500
Менеджерская	Арматура	Клапаны	Клапан штуцерный угловой Ду6Ру100		Клапан штуцерный угловой Ду15 Ру100	521-01.468-05	15	15	6000	90000	не указано	комплект			90000
Менеджерская	Арматура	Клапаны	Клапан штуцерный угловой Ду6Ру100		Клапан штуцерный угловой Ду15 Ру100	521-35.3362	2	2	6000	12000	не указано	комплект			12000
Менеджерская	Арматура	Клапаны	Клапан штуцерный угловой Ду6Ру100		Клапан штуцерный угловой Ду15 Ру100	521-01.464-02	1	1	6000	6000	не указано	комплект			6000
Менеджерская	Арматура	Клапаны	Клапан штуцерный угловой Ду6Ру100		Клапан штуцерный угловой Ду15 Ру100	522-01.500-05	3	3	6000	18000	не указано	комплект			18000
Менеджерская	Арматура	Клапаны	Клапан штуцерный угловой Ду6Ру100		Клапан штуцерный угловой Ду15 Ру100	522-01.500-04	3	3	6000	18000	не указано	комплект			18000
Менеджерская	Арматура	Клапаны	Клапан штуцерный угловой Ду6Ру100		Клапан штуцерный угловой Ду15 Ру100	521-01.468-01	1	1	6000	6000	не указано	комплект			6000
Менеджерская	Арматура	Клапаны	Клапан штуцерный угловой Ду6Ру100		Клапан штуцерный угловой Ду15 Ру160	525-03.011	4	4	6000	24000	не указано	комплект			24000
Менеджерская	Арматура	Клапаны	Клапан штуцерный угловой Ду6Ру100		Клапан штуцерный угловой Ду20 Ру160	521-03.479	3	3	4500	13500	не указано	комплект			13500
Менеджерская	Арматура	Клапаны	Клапан штуцерный угловой Ду6Ру100		Клапан штуцерный угловой Ду25 Ру100	521-01.468-06	8	8	7500	60000	не указано	комплект			60000
Менеджерская	Арматура	Клапаны	Клапан штуцерный угловой Ду6Ру100		Клапан штуцерный угловой Ду25 Ру100	521-01.464.-04	1	1	7500	7500	не указано	комплект			7500
Менеджерская	Арматура	Клапаны	Клапан штуцерный угловой Ду6Ру100		Клапан штуцерный угловой Ду25 Ру100	521-01.464-05	2	2	7500	15000	не указано	комплект			15000
Менеджерская	Арматура	Клапаны	Клапан штуцерный угловой Ду6Ру100		Клапан штуцерный угловой Ду32 Ру100	521-01.468-07	39	39	9600	374400	не указано	комплект			374400
Менеджерская	Арматура	Клапаны	Клапан штуцерный угловой Ду6Ру100		Клапан штуцерный угловой Ду32 Ру100	521-01.464-07	2	2	9600	19200	не указано	комплект			19200
Менеджерская	Арматура	Клапаны	Клапан штуцерный угловой Ду6Ру100		Клапан штуцерный угловой Ду32 Ру100	522-01.500-07	1	1	9600	9600	не указано	комплект			9600
Менеджерская	Арматура	Клапаны	Клапан штуцерный угловой Ду6Ру100		Клапан штуцерный угловой Ду32 Ру160	522-03.151-01	8	8	9600	76800	не указано	комплект			76800
Менеджерская	Арматура	Клапаны	Клапан штуцерный угловой Ду6Ру100		Клапан штуцерный угловой Ду32 Ру160	521-03.480	16	16	9600	153600	не указано	комплект			153600
Менеджерская	Арматура	Клапаны	Клапан штуцерный угловой Ду6Ру100		Клапан штуцерный угловой Ду40 Ру10	без чертежа	0	0	18000	0	не указано	комплект			0
Менеджерская	Арматура	Клинкеты и задвижки	Клапан штуцерный угловой Ду6Ру100		Задвижка клинкетная флан.2-х дисковая Ду125 Ру6	532-01.-018	0	0	90000	0	не указано	комплект			0
Менеджерская	Электрика	Реле, датчики, приборы	Клапан штуцерный угловой Ду6Ру100		Датчик ДТ-6		3	3	250000	750000	не указано	комплект			750000
Менеджерская	Арматура	Клапаны	Клапан штуцерный угловой Ду6Ру100		Клапан Пожарный фланцевый угловой Ду32	595-03.006	1	1	12800	12800	не указано	комплект			12800
Менеджерская	Арматура	Клапаны	Клапан штуцерный угловой Ду6Ру100		Клапан Пожарный фланцевый угловой Ду50 Ру16	595-03.011	3	3	25000	75000	не указано	комплект			75000
Менеджерская	Арматура	Клапаны	Клапан штуцерный угловой Ду6Ру100		Клапан Пожарный фланцевый угловой Ду50 Ру16	595-03.008	1	1	25000	25000	не указано	комплект			25000
Менеджерская	Арматура	Клапаны	Клапан штуцерный угловой Ду6Ру100		Клапан Пожарный фланцевый угловой Ду50 Ру16	без чертежа	2	2	25000	50000	не указано	комплект			50000
Менеджерская	Арматура	Клапаны	Клапан штуцерный угловой Ду6Ру100		Клапан Пожарный фланцевый проходной Ду50 Ру16	595-01.002	2	2	22500	45000	не указано	комплект			45000
Менеджерская	Электрика	Автоматы и контакторы	Клапан штуцерный угловой Ду6Ру100		КМ 2311-9	15	20	20	3700	74000	не указано	комплект			74000
Менеджерская	Электрика	Автоматы и контакторы	Клапан штуцерный угловой Ду6Ру100		КМ 2351-9	8	17	17	4000	68000	не указано	комплект			68000
Менеджерская	Электрика	Автоматы и контакторы	Клапан штуцерный угловой Ду6Ру100		КМ 2351-8Д	47	39	39	4000	156000	не указано	комплект			156000
Менеджерская	Электрика	Автоматы и контакторы	Клапан штуцерный угловой Ду6Ру100		КМ2312-18	0	6	6	4000	24000	не указано	комплект			24000
Менеджерская	Электрика	Автоматы и контакторы	Клапан штуцерный угловой Ду6Ру100		КМ 2244-9	1	2	2	4000	8000	не указано	комплект			8000
Менеджерская	Электрика	Автоматы и контакторы	Клапан штуцерный угловой Ду6Ру100		КМ 2211-9	6	4	4	4000	16000	не указано	комплект			16000
Менеджерская	Электрика	Автоматы и контакторы	Клапан штуцерный угловой Ду6Ру100		КМ 2521-7	1	1	1	2600	2600	не указано	комплект			2600
Менеджерская	Электрика	Автоматы и контакторы	Клапан штуцерный угловой Ду6Ру100		КПМ-121 ОМ	4	4	4	21750	87000	не указано	комплект			87000
Фойе	Электрика	Автоматы и контакторы			Выключатель возбуждения на генератор (автомат)		4	4	1000	4000	не указано	комплект			4000
Фойе	Прочее	Камбузное оборудование			Плита камбузная ПКЭ-50 (разобранная) мастерская б/у		1	1	250000	250000	б/у	комплект		цена новой плиты	250000
Фойе	Прочее	Камбузное оборудование			Плита камбузная ПКЭ-50 +щит+ограничитель (мастерская) б/у		1	1	250000	250000	б/у	комплект			250000
Фойе	Прочее	Камбузное оборудование			Плита камбузная ПКЭ-50 б/у		1	1	250000	250000	б/у	комплект			250000
Фойе	Электрика	Светильники и комплектующие			Стекло к светильникам СС-838		2	2	500	1000	не указано	комплект			1000
Фойе	Электрика	Светильники и комплектующие			Стекло к светильникам СС-839		20	20	500	10000	не указано	комплект			10000
Фойе	Электрика	Светильники и комплектующие			Стекло к светильникам СС-840 брак		2	2	500	1000	не указано	брак			1000
Фойе	Электрика	Светильники и комплектующие			Светильник СС-839 (дно)		54	54	500	27000	не указано	комплект			27000
Фойе	Электрика	Светильники и комплектующие			Светильник СС328 (ок. стены)		76	76	2000	152000	не указано	комплект			152000
Фойе	Электрика	Светильники и комплектующие			Светильник СС328 с амортизаторами (китай) 1-й приход		967	967	1600	1547200	не указано	комплект	Китай		1547200
Фойе	Электрика	Светильники и комплектующие			Светильник СС328 без амортизаторов (китай) 1-й приход		50	50	1533	76650	не указано	не комплект	Китай		76650
Фойе	Электрика	Светильники и комплектующие			Светильник СС328 220V без амортизаторов (китай) 2-й приход		1857	1857	1533	2846781	не указано	не комплект	Китай		2846781
Фойе	Электрика	Светильники и комплектующие			Светильник СС373 в сборе		21	21	5000	105000	не указано	комплект			105000
Фойе	Электрика	Светильники и комплектующие			Светильник СС328 127V без амортизаторов (китай) 2-й приход		715	715	1533	1096095	не указано	не комплект	Китай		1096095
Фойе	Электрика	Светильники и комплектующие			Решетка СС373		4	4	2000	8000	не указано	комплект			8000
Фойе	Электрика	Светильники и комплектующие			Светильник СС-410 б/у		10	10	18000	180000	б/у	комплект			180000
Фойе	Насосное и механическое	Сепараторы и барабаны			Сепаратор СЦ-1,5 в разборе б/у		2	2	300000	600000	б/у	не комплект			600000
Фойе	Насосное и механическое	Сепараторы и барабаны			Сепаратор СЦ-1,5 с двигателем б/у		2	1	380000	380000	б/у	комплект			380000
Фойе	Насосное и механическое	Сепараторы и барабаны			Сепаратор СЦ -3 с двигателем б/у			1	650000	650000	б/у	комплект			650000
Фойе	Насосное и механическое	Сепараторы и барабаны			Сепаратор СЦ-3 в разборе (без станины) б/у		1	1	600000	600000	б/у	не комплект			600000
Фойе	Электрика	Светильники и комплектующие			Решетка СС 373		4	4	2000	8000	не указано	комплект			8000
Фойе	Насосное и механическое	Насосы	Насосы		Насос ЦВС 10/40		1	0		0	не указано	комплект			0
Фойе	Насосное и механическое	Насосы	Насосы		Насос НЦВ 63/20 с двигателем 14кВт		1	1	500000	500000	не указано	комплект			500000
Фойе	Насосное и механическое	Насосы	Насосы		Насос НЦВС 63/20 с трубками		1	1	500000	500000	не указано	комплект			500000
Фойе	Насосное и механическое	Насосы	Насосы		Насос НЦВ 40/20		4	4	400000	1600000	не указано	комплект			1600000
Фойе	Насосное и механическое	Насосы	Насосы		НЦВС 40/20		3	3	400000	1200000	не указано	комплект			1200000
Фойе	Насосное и механическое	Насосы	Насосы		НЦВ 63/20 или НЦВ 40/30 двиг. АМ52-2 8кВт 2850об/м		1	1	500000	500000	не указано	комплект			500000
Фойе	Насосное и механическое	Насосы	Насосы		НЦВ 100/20 двиг. 2ДМШН 160МА2 11кВт 2880об/м		2	2	550000	1100000	не указано	комплект			1100000
Фойе	Насосное и механическое	Насосы	Насосы		НЦВ 63/20 двиг. ДМ32В2 7,5кВт 2900об/м		1	1	500000	500000	не указано	комплект			500000
Фойе	Насосное и механическое	Насосы	Насосы		НЦВ 25/80 или НЦВС 40/65 двиг.АМ62-2 14кВт 2850об/м		1	1	500000	500000	не указано	комплект			500000
Фойе	Насосное и механическое	Насосы	Насосы		НЦВ 40/80 двиг.АМ70-2 19кВт 2900об/м		1	1	510000	510000	не указано	комплект			510000
Фойе	Арматура	Клапаны	Клапан фланцевый проходной		Клапан проходной фланцевый сталь			2	18000	36000	не указано	комплект			36000
Фойе	Арматура	Клапаны	Клапан фланцевый проходной		Клапан проходной фланцевый Ду70Ру10		2	0		0	не указано	комплект			0
Фойе	Арматура	Клапаны	Клапан фланцевый проходной		Клапан проходной фланцевый Ду50Ру10		30	0		0	не указано	комплект			0
Фойе	Арматура	Клапаны	Клапан фланцевый проходной		Клапан проходной фланцевый Ду40Ру10		25	0		0	не указано	комплект			0
Фойе	Арматура	Клапаны	Клапан фланцевый проходной		Клапан проходной фланцевый Ду80Ру10		17	0		0	не указано	комплект			0
Фойе	Арматура	Клапаны	Клапан фланцевый проходной		Клапан проходной фланцевый Ду65Ру10		32	0		0	не указано	комплект			0
Фойе	Арматура	Клапаны	Клапан фланцевый проходной		Клапан проходной фланцевый Ду40Ру25		47	0		0	не указано	комплект			0
Фойе	Арматура	Клапаны	Клапан фланцевый проходной		Клапан проходной фланцевый Ду50Ру???		2	0		0	не указано	комплект			0
Фойе	Арматура	Клапаны	Клапан фланцевый проходной		Клапан проходной фланцевый Ду50Ру25		46	0		0	не указано	комплект			0
Фойе	Арматура	Клапаны	Клапан фланцевый проходной		Клапан проходной фланцевый Ду100Ру10		1	0		0	не указано	комплект			0
Фойе	Арматура	Клапаны	Клапан фланцевый проходной		Клапан самозапорный спускной штуцерный Ду20 528-3М.129		6	0		0	не указано	комплект			0
Фойе	Арматура	Клапаны	Клапан угловой штуцерный Ду10		Клапан проходной штуцерный Ду20		4	0		0	не указано	комплект			0
Фойе	Арматура	Клапаны	Клапан угловой штуцерный Ду10		Клапан угловой штуцерный Ду20		1	0		0	не указано	комплект			0
Фойе	Арматура	Клапаны	Клапан угловой штуцерный Ду10		Клапан невозвратный проходной штуцерный Ду20		1	0		0	не указано	комплект			0
Фойе	Трубопроводная обвязка	Головки, грибки, компенсаторы	Клапан проходной штуцерный Ду32		Эжектор ВЭЖ-25 дырявый		1	0		0	не указано	комплект			0
Фойе	Арматура	Клапаны	Клапан проходной штуцерный Ду32		Клапан угловой фланцевый Ду32Ру25		1	0		0	не указано	комплект			0
Фойе	Арматура	Клапаны	Клапан проходной штуцерный Ду32		Клапан угловой фланцевый Ду80Ру10		1	0		0	не указано	комплект			0
Фойе	Арматура	Клапаны	Клапан проходной штуцерный Ду32		Клапан угловой фланцевый Ду50Ру25 527-03.014		1	0		0	не указано	комплект			0
Фойе	Арматура	Клапаны	Клапан проходной штуцерный Ду32		Клапан угловой фланцевый Ду50Ру25 527-03.054		1	0		0	не указано	комплект			0
Фойе	Трубопроводная обвязка	Фильтры забортной воды	Клапан проходной штуцерный Ду32		Фильтр забортной воды Ду 50			1	60000	60000	не указано	комплект			60000
Фойе	Трубопроводная обвязка	Фильтры забортной воды	Клапан проходной штуцерный Ду32		Фильтр забортной воды Ду 100			1	120000	120000	не указано	комплект			120000
Фойе	Трубопроводная обвязка	Фильтры забортной воды	Клапан проходной штуцерный Ду32		Фильтр заборной воды ДУ 150			5	150000	750000	не указано	комплект			750000
Фойе	Трубопроводная обвязка	Фильтры забортной воды	Клапан проходной штуцерный Ду32		Фильтр забортной воды Ду200 Большой		1	8	250000	2000000	не указано	комплект			2000000
Фойе	Трубопроводная обвязка	Фильтры забортной воды	Клапан проходной штуцерный Ду32		Фильтр забортной воды Ду 300			1	400000	400000	не указано	комплект			400000
Фойе	Трубопроводная обвязка	Головки, грибки, компенсаторы	Клапан проходной штуцерный Ду32		Фонарь смотровой Ду 50 Фланцевый		2			0	не указано	комплект			0
Фойе	Трубопроводная обвязка	Головки, грибки, компенсаторы	Клапан проходной штуцерный Ду32		Фонарь смотровой Ду80 Фланцевый		3			0	не указано	комплект			0
Фойе	Трубопроводная обвязка	Головки, грибки, компенсаторы	Клапан проходной штуцерный Ду32		Фонарь смотровой Ду??? Штуцерный		1			0	не указано	комплект			0
Фойе	Арматура	Клинкеты и задвижки	Клапан проходной штуцерный Ду32		Клинкет Ду 65		32	0		0	не указано	комплект			0
Фойе	Арматура	Клинкеты и задвижки	Клапан проходной штуцерный Ду32		Клинкет Ду 70		2	0		0	не указано	комплект			0
Фойе	Арматура	Клинкеты и задвижки	Клапан проходной штуцерный Ду32		Клинкет Ду 80		42	0		0	не указано	комплект			0
Фойе	Арматура	Клинкеты и задвижки	Клапан проходной штуцерный Ду32		Клинкет Ду 100, сталь		59	2	30000	60000	не указано	комплект			60000
Фойе	Арматура	Клинкеты и задвижки	Клапан проходной штуцерный Ду32		Клинкет Ду 125		27	0		0	не указано	комплект			0
Фойе	Арматура	Клинкеты и задвижки	Клапан проходной штуцерный Ду32		Клинкет Ду 150		11	0		0	не указано	комплект			0
Фойе	Арматура	Клинкеты и задвижки	Клапан проходной штуцерный Ду32		Клинкет Ду 200		11	11	150000	1650000	не указано	комплект			1650000
Фойе	Арматура	Клинкеты и задвижки	Клапан проходной штуцерный Ду32		Клинкет Ду 250		6	2	200000	400000	не указано	комплект			400000
Фойе	Арматура	Клинкеты и задвижки	Клапан проходной штуцерный Ду32		Клинкет Ду 250 не комплект			2	200000	400000	не указано	не комплект			400000
Фойе	Арматура	Клинкеты и задвижки	Клапан проходной штуцерный Ду32		Клинкет Ду 300			16	250000	4000000	не указано	комплект			4000000
Фойе	Арматура	Клинкеты и задвижки	Клапан проходной штуцерный Ду32		Клинкет Ду 350			1	300000	300000	не указано	комплект			300000
Фойе	Корпусная часть	Двери	Клапан проходной штуцерный Ду32		Дверь легкая 1600*600			10	50000	500000	не указано	комплект			500000
